Title,Base Title,Artist,Album,Duration,Genre,Year,Original Artist,Cover Song,Orig Artist,Covering Artist,Source Files,Original Data
Mixed Emotions,Mixed Emotions,The Rolling Stones,,,,,,No,,,Book1.csv,The Rolling Stones - Mixed Emotions
Start Me Up,Start Me Up,The Rolling Stones,,,,,,No,,,Book1.csv,The Rolling Stones - Start Me Up
Talking in Your Sleep,Talking in Your Sleep,The Romantics,,,,,,No,,,Book1.csv,The Romantics - Talking in Your Sleep
What I Like About You,What I Like About You,The Romantics,,,,,,No,,,Book1.csv,The Romantics - What I Like About You
Lucretia My Reflection,Lucretia My Reflection,The Sisters of Mercy,,,,,,No,,,Book1.csv,"The Sisters of Mercy - ""Lucretia My Reflection"""
More,More,The Sisters of Mercy,,,,,,No,,,Book1.csv,"The Sisters of Mercy - ""More"""
Temple of Love,Temple of Love,The Sisters of Mercy,,,,,,No,,,Book1.csv,"The Sisters of Mercy - ""Temple of Love"""
Eye,Eye,The Smashing Pumpkins,,,,,,No,,,Book1.csv,"The Smashing Pumpkins - ""Eye"""
How Soon Is Now?,How Soon Is Now?,The Smiths,,,,,,No,,,Book1.csv,"The Smiths - ""How Soon Is Now?"""
This Charming Man,This Charming Man,The Smiths,,,,,,No,,,Book1.csv,The Smiths - This Charming Man
The Sound,The Sound,The Smiths,,,,,,No,,,Book1.csv,The Sound
Sense of Purpose,Sense of Purpose,The Sound,,,,,,No,,,Book1.csv,"The Sound - ""Sense of Purpose"""
Winning,Winning,The Sound,,,,,,No,,,Book1.csv,"The Sound - ""Winning"""
Silent Air,Silent Air,The Sound,,,,,,No,,,Book1.csv,The Sound - Silent Air
The Sounds,The Sounds,The Sound,,,,,,No,,,Book1.csv,The Sounds
Living in America,Living in America,The Sounds,,,,,,No,,,Book1.csv,The Sounds - Living in America
Tony the Beat,Tony the Beat,The Sounds,,,,,,No,,,Book1.csv,The Sounds - Tony the Beat
Last Nite,Last Nite,The Strokes,,,,,,No,,,Book1.csv,The Strokes - Last Nite
Reptilia,Reptilia,The Strokes,,,,,,No,,,Book1.csv,The Strokes - Reptilia
The Struts,The Struts,The Strokes,,,,,,No,,,Book1.csv,The Struts
Kiss This,Kiss This,The Struts,,,,,,No,,,Book1.csv,The Struts - Kiss This
The Style Council,The Style Council,The Struts,,,,,,No,,,Book1.csv,The Style Council
The Vapors,The Vapors,Spoon,,,,,,No,,,Book1.csv,The Vapors
Turning Japanese,Turning Japanese,The Vapors,,,,,,No,,,Book1.csv,The Vapors - Turning Japanese
The Whole of the Moon,The Whole of the Moon,The Waterboys,,,,,,No,,,Book1.csv,The Waterboys - The Whole of the Moon
Seven Nation Army,Seven Nation Army,The White Stripes,,,,,,No,,,Book1.csv,The White Stripes - Seven Nation Army
Athena,Athena,The Who,,,,,,No,,,Book1.csv,The Who - Athena
Baba O'Riley,Baba O'Riley,The Who,,,,,,No,,,Book1.csv,The Who - Baba O'Riley
Won't Get Fooled Again,Won't Get Fooled Again,The Who,,,,,,No,,,Book1.csv,The Who - Won't Get Fooled Again
You Better You Bet,You Better You Bet,The Who,,,,,,No,,,Book1.csv,The Who - You Better You Bet
Crystalised,Crystalised,The xx,,,,,,No,,,Book1.csv,"The xx - ""Crystalised"""
Intro,Intro,The xx,,,,,,No,,,Book1.csv,"The xx - ""Intro"""
Twilight Zone,Twilight Zone,The Young Professionals (TYP),,,,,,No,,,Book1.csv,"The Young Professionals (TYP) - ""Twilight Zone"""
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Don't Believe a Word,Don't Believe a Word,Thin Lizzy,,,,,,No,,,Book1.csv,Thin Lizzy - Don't Believe a Word
Jailbreak,Jailbreak,Thin Lizzy,,,,,,No,,,Book1.csv,Thin Lizzy - Jailbreak
This creates:,This creates:,Thin Lizzy,,,,,,No,,,Book1.csv,This creates:
Tick Tick Boom,Tick Tick Boom,Thomas Dolby,,,,,,No,,,Book1.csv,Tick Tick Boom
Voices Carry,Voices Carry,Til Tuesday,,,,,,No,,,Book1.csv,Til Tuesday - Voices Carry
,,,,,,,,,,,,
Today,Today,"Yellowcard feat. Punk Goes 90's, Vol. 2",,,,,,No,,,Book1.csv,Today
American Girl,American Girl,Tom Petty,,,,,,No,,,Book1.csv,Tom Petty - American Girl
You Wreck Me,You Wreck Me,Tom Petty,,,,,,No,,,Book1.csv,Tom Petty - You Wreck Me
Tom Sawyer,Tom Sawyer,Tom Petty,,,,,,No,,,Book1.csv,Tom Sawyer
867 5309 / Jenny,867 5309 / Jenny,Tommy Tutone,,,,,,No,,,Book1.csv,Tommy Tutone - 867 5309 / Jenny
Tony the Beat,Tony the Beat,Tommy Tutone,,,,,,No,,,Book1.csv,Tony the Beat
Trampled Under Foot,Trampled Under Foot,Tommy Tutone,,,,,,No,,,Book1.csv,Trampled Under Foot
Hand Covers Bruise,Hand Covers Bruise,Trent Reznor & Atticus Ross,,,Cover,,,Yes,,Trent Reznor & Atticus Ross,Book1.csv,"Trent Reznor & Atticus Ross - ""Hand Covers Bruise"""
On We March,On We March,Trent Reznor & Atticus Ross,,,,,,No,,,Book1.csv,"Trent Reznor & Atticus Ross - ""On We March"""
Friday I'm in Love,Friday I'm in Love,Tristen,,,,,,No,,,Book1.csv,"Tristen - ""Friday I'm in Love"" Reimagined as wistful indie folk."
Turning Japanese,Turning Japanese,Missing Persons,,,,,,No,,,Book1.csv,Turning Japanese
,,,,,,,,,,,,
Two Hearts Beat as One,Two Hearts Beat as One,Golden Earring,,,,,,No,,,Book1.csv,Two Hearts Beat as One
Rock Bottom,Rock Bottom,UFO,,,,,,No,,,Book1.csv,UFO - Rock Bottom
Lament,Lament,Ultravox,,,,,,No,,,Book1.csv,"Ultravox - ""Lament"""
Vienna,Vienna,Ultravox,,,,,,No,,,Book1.csv,"Ultravox - ""Vienna"""
Unchain the Night,Unchain the Night,Ultravox,,,,,,No,,,Book1.csv,Unchain the Night
Under the Milky Way,Under the Milky Way,The Temper Trap feat. Under The Milky Way,,,,,,No,,,Book1.csv,Under the Milky Way
Rez,Rez,Underworld,,,,,,No,,,Book1.csv,Underworld - Rez
Union of the Snake,Union of the Snake,Underworld,,,,,,No,,,Book1.csv,Union of the Snake
Rabbit in Your Headlights,Rabbit in Your Headlights,UNKLE,,,,,,No,,,Book1.csv,"UNKLE - ""Rabbit in Your Headlights"""
Slither,Slither,Velvet Revolver,,,,,,No,,,Book1.csv,Velvet Revolver - Slither
Seether,Seether,Veruca Salt,,,,,,No,,,Book1.csv,Veruca Salt - Seether
Fade to Grey,Fade to Grey,Visage,,,,,,No,,,Book1.csv,"Visage - ""Fade to Grey"""
Chrome,Chrome,VNV Nation,,,,,,No,,,Book1.csv,"VNV Nation - ""Chrome"""
Darkangel,Darkangel,VNV Nation,,,,,,No,,,Book1.csv,"VNV Nation - ""Darkangel"""
Wild Child,Wild Child,W.A.S.P.,,,,,,No,,,Book1.csv,W.A.S.P. - Wild Child
Walk This Way,Walk This Way,The Bangles,,,,,,No,,,Book1.csv,Walk This Way
Walking in L.A.,Walking in L.A.,The Bangles,,,,,,No,,,Book1.csv,Walking in L.A.
Want another 40?,Want another 40?,The Bangles,,,,,,No,,,Book1.csv,Want another 40?
Warm blooded,Warm blooded,The Bangles,,,,,,No,,,Book1.csv,Warm blooded
Love Is to Die,Love Is to Die,Warpaint,,,,,,No,,,Book1.csv,"Warpaint - ""Love Is to Die"""
Undertow,Undertow,Warpaint,,,,,,No,,,Book1.csv,"Warpaint - ""Undertow"""
Washing of the Water,Washing of the Water,Warpaint,,,,,,No,,,Book1.csv,Washing of the Water
We Got the Beat,We Got the Beat,The Mission,,,,,,No,,,Book1.csv,We Got the Beat
What I Like About You,What I Like About You,The Mission,,,,,,No,,,Book1.csv,What I Like About You
When Love Breaks Down,When Love Breaks Down,The KLF,,,,,,No,,,Book1.csv,When Love Breaks Down
Whisper fragile,Whisper fragile,The KLF,,,,,,No,,,Book1.csv,Whisper fragile
Whisper intimate,Whisper intimate,The KLF,,,,,,No,,,Book1.csv,Whisper intimate
Wild Boys,Wild Boys,Duran Duran,,,,,,No,,,Book1.csv,Wild Boys - Duran Duran
Wild Child,Wild Child,Duran Duran,,,,,,No,,,Book1.csv,Wild Child
Wild Flower,Wild Flower,Duran Duran,,,,,,No,,,Book1.csv,Wild Flower
Woman,Woman,Wolfmother,,,,,,No,,,Book1.csv,Wolfmother - Woman
Heads Will Roll,Heads Will Roll,Yeah Yeah Yeahs,,,,,,No,,,Book1.csv,Yeah Yeah Yeahs - Heads Will Roll
,,,,,,,,,,,,
,,,,,,,,,,,,
You Could Be Mine,You Could Be Mine,You asked,,,,,,No,,,Book1.csv,You Could Be Mine
,,,,,,,,,,,,
,,,,,,,,,,,,
You Might Think,You Might Think,Daryl Hall & John Oates,,,,,,No,,,Book1.csv,You Might Think
,,,,,,,,,,,,
,,,,,,,,,,,,
You Spin Me Round,You Spin Me Round,Dead or Alive,,,,,,No,,,Book1.csv,You Spin Me Round - Dead or Alive
,,,,,,,,,,,,
You're in Love,You're in Love,Dead or Alive,,,,,,No,,,Book1.csv,You're in Love
,,,,,,,,,,,,
Anagnorisis,Anagnorisis,Youth Code,,,,,,No,,,Book1.csv,"Youth Code - ""Anagnorisis"""
Consuming Guilt,Consuming Guilt,Youth Code,,,,,,No,,,Book1.csv,"Youth Code - ""Consuming Guilt"""
Youth Gone Wild,Youth Gone Wild,Youth Code,,,,,,No,,,Book1.csv,Youth Gone Wild
Zero Hour,Zero Hour,Youth Code,,,,,,No,,,Book1.csv,Zero Hour
In the White Room,In the White Room,Zola Jesus,,,,,,No,,,Book1.csv,"Zola Jesus - ""In the White Room"" (Bauhaus adjacent)"
In Your Nature,In Your Nature,Zola Jesus,,,,,,No,,,Book1.csv,"Zola Jesus - ""In Your Nature"" (David Lynch remix)"
Night,Night,Zola Jesus,,,,,,No,,,Book1.csv,"Zola Jesus - ""Night"""
La Grange,La Grange,ZZ Top,,,,,,No,,,Book1.csv,ZZ Top - La Grange
Sharp Dressed Man,Sharp Dressed Man,ZZ Top,,,,,,No,,,Book1.csv,ZZ Top - Sharp Dressed Man
